"Site","Date","Time","DO","Temp","pH","Cond","Turb","TSS","DRP","Cl","NO3-N","SO4","E coli"
"Lime 240","42193","0.41319444444444398","7.71","18.600000000000001","7.72","428","12","6.75","6.2E-2","24.94","11","13.95","288"
"Lime 240","42200","0.44444444444444398","7.22","21.1","8.06","473.6","18.5","34.75","0.14099999999999999","20.13","8.7100000000000009","16.02","529"
"Lime 240","42207","0.43194444444444402","7.57","19.2","7.85","518.1","7.77","12.75","0.16","26.43","10.48","17.079999999999998","1296"
"Lime 240","42214","0.40763888888888899","7.48","19.3","7.63","563","5.9","6.75","0.218","29.07","9.86","17.13","1236"
"Lime 240","42221","0.43611111111111101","4.32","20.100000000000001","7.84","633","22.6","35.5","0.86699999999999999","30.5","7.23","24.06","1467"
"Lime 240","42228","0.40277777777777801","NA","18.5","7.77","632","10.3","11.5","1.35","31.38","4.2","24.15","798"
"Lime 250","42138","0.49652777777777801","10.11","10.1","7.93","415.2","3.25","2","7.8E-2","27.28","18.399999999999999","14.13","72.8"
"Lime 250","42152","0.38541666666666702","9.4600000000000009","12.4","7.28","424.8","9.75","3.5","0.12","30.76","23.58","12.08","231"
"Lime 250","42159","0.40972222222222199","7.94","15.2","7.67","481.7","5.83","6.75","8.8999999999999996E-2","28.16","20.77","13.42","218"
"Lime 250","42162","0.40486111111111101","8.7100000000000009","15.7","7.62","514.29999999999995","9.1999999999999993","11.25","0.11600000000000001","30.04","22.25","12.73","504"
"Lime 250","42165","0.38194444444444398","6.83","18.5","7.72","511.6","8.24","10","9.8000000000000004E-2","29.1","18.32","14.48","341"
"Lime 250","42179","0.46388888888888902","10.15","16.5","7.34","545.4","11.1","7","0.14599999999999999","27.47","25.23","11.46","486"
"Lime 250","42186","0.4375","11.08","16.16","7.24","502","8.27","11.75","0.105","26.25","21.15","13.67","749"
"Lime 250","42193","0.42361111111111099","6.35","17.2","7.88","422.4","16","12.25","5.8000000000000003E-2","23.69","10.41","13.2","712"
"Lime 250","42200","0.45486111111111099","4.3099999999999996","21.1","8.1300000000000008","463.6","16","18.25","0.13700000000000001","17.77","7.16","13.95","1076"
"Lime 250","42207","0.44027777777777799","5.69","19","8.0500000000000007","505.6","7.55","7.5","0.16700000000000001","24.98","10.119999999999999","16.350000000000001","932"
"Lime 250","42214","0.41666666666666702","6.25","19.8","7.91","530.4","10.4","12","0.28699999999999998","28.77","8.49","16.34","7270"
"Lime 250","42221","0.44652777777777802","3.02","19.600000000000001","7.72","552.9","10.8","13","0.249","26.31","7.12","20.38","121"
"Lime 250","42228","0.40972222222222199","NA","19.8","7.56","504.8","7.6","8.5","0.308","26.18","6.46","21.68","213"
"Lime 290","42138","0.40277777777777801","10.61","10.7","7.95","422.2","3.96","2.5","8.4000000000000005E-2","25.22","20.440000000000001","13.77","262.8"
"Lime 290","42152","0.39930555555555602","9.9499999999999993","13.4","7.43","436.7","17","4.5","0.11700000000000001","29.34","26.38","11.68","379"
"Lime 290","42159","0.42013888888888901","9.44","16.899999999999999","7.8","497.9","9.09","4.25","9.7000000000000003E-2","26.09","23.03","13.07","862"
"Lime 290","42165","0.39236111111111099","8.0299999999999994","19.899999999999999","7.76","524.70000000000005","8.6","9.25","0.104","26.39","20.27","14.91","1989"
"Lime 290","42172","0.41458333333333303","8.8699999999999992","16.7","7.6","540.70000000000005","12.4","3","9.7000000000000003E-2","28.06","27.03","11.87","727"
"Lime 290","42179","0.5","11.19","17.100000000000001","7.33","570.70000000000005","15.2","7.25","0.14499999999999999","26.94","29.69","11.16","492"
"Lime 290","42186","0.44930555555555601","11.97","17.79","7.42","534","7.05","7.75","0.104","24.18","24.42","13.83","1430"
"Lime 290","42193","0.46180555555555602","9.7100000000000009","17.8","8.0299999999999994","503.8","4.5599999999999996","1.75","0.09","21.87","16.350000000000001","16.2","789"
"Lime 290","42200","0.49027777777777798","8.11","22.6","8.1300000000000008","457.3","6.85","6.5","9.5000000000000001E-2","14.58","6.75","15.72","733"
"Lime 290","42207","0.45833333333333298","7.5","21","7.98","458.2","6.44","7.5","0.14899999999999999","27.43","6.04","16.829999999999998","816"
"Lime 290","42214","0.42708333333333298","6.78","22","8","450.1","9.5299999999999994","10","0.2","19.05","5.45","17.14","2142"
"Lime 290","42221","0.45833333333333298","5.48","20.8","7.81","432","5.81","5.5","0.10199999999999999","18.46","5.01","22.97","295"
"Lime 290","42228","0.422222222222222","3.49","20.2","7.65","392.6","8.93","13.75","0.11","19.57","4.18","23.5","1050"
"Lime Fin","42138","0.38541666666666702","10.81","11.2","8.07","431.7","4.8499999999999996","4.5","0.09","25.69","19.03","15","976.8"
"Lime Fin","42152","0.42708333333333298","10.199999999999999","14.3","7.74","437.3","18.100000000000001","5.5","0.13400000000000001","28.76","25.54","12.25","882"
"Lime Fin","42159","0.44791666666666702","10","17.600000000000001","8.0399999999999991","507.7","5.16","2","8.8999999999999996E-2","25.54","20.87","14.06","650"
"Lime Fin","42165","0.41527777777777802","9.4700000000000006","20.8","8.0299999999999994","547","4.95","4.25","9.6000000000000002E-2","26.02","17.899999999999999","15.85","1722"
"Lime Fin","42172","0.375","9.1999999999999993","16.3","7.67","543","8.77","11","0.11700000000000001","27.29","25.64","12.59","909"
"Lime Fin","42179","0.41111111111111098","8.3800000000000008","16.399999999999999","7.34","386.5","15.9","8.75","0.16500000000000001","24.84","28.03","11.31","346"
"Lime Fin","42186","0.40277777777777801","11.4","16.91","6.94","547","5.33","5.5","0.109","23.39","22.87","14.18","1455"
"Lime Fin","42193","0.36805555555555602","9.25","16.3","7.97","552","2.61","1.25","7.8E-2","21.34","15.45","15.64","1046"
"Lime Fin","42200","0.38819444444444401","8.34","20.7","7.99","531.4","5.94","3","0.104","20.95","9.26","17.760000000000002","1789"
"Lime Fin","42207","0.39583333333333298","8.76","19.8","7.97","537.29999999999995","3.83","6.25","0.151","20.36","6.48","18.91","1467"
"Lime Fin","42214","0.38541666666666702","7.8","21","7.38","505.6","6.15","9.5","0.28499999999999998","17.440000000000001","5.56","17.89","5172"
"Lime Fin","42221","0.40069444444444402","8.5","18.7","7.66","536.29999999999995","3.84","4.25","0.14799999999999999","23.58","7.12","21.33","1334"
"Lime Fin","42228","0.37777777777777799","7.03","18.2","7.58","498","8.27","9.75","0.22800000000000001","23.8","5.8","20.13","4352"
"Lime Ham","42138","0.41111111111111098","10.92","9.6","7.81","405.3","1.23","1.25","6.6000000000000003E-2","23.22","21.48","12.96","374.4"
"Lime Ham","42152","0.40625","10.19","12.6","7.37","445.5","3.58","0.75","7.1999999999999995E-2","28.44","25","11.65","816"
"Lime Ham","42159","0.43055555555555602","9.6","14.8","7.54","512.1","1.7","1","7.0999999999999994E-2","23.72","23.01","12.39","613"
"Lime Ham","42165","0.39930555555555602","8.09","17.5","7.61","548.5","2.02","2","8.3000000000000004E-2","24.86","21.67","13.65","932"
"Lime Ham","42172","0.420833333333333","8.8000000000000007","15.6","7.2","545","1.91","1.25","0.08","28.02","29.51","11.32","1467"
"Lime Ham","42179","0.51041666666666696","9.34","16.7","7.17","607","7.09","0.5","0.10199999999999999","26.87","33.14","11.17","196"
"Lime Ham","42186","0.45624999999999999","11.89","16.190000000000001","7.08","568","2.15","1.5","8.7999999999999995E-2","23.78","29.88","13.47","683"
"Lime Ham","42193","0.46875","8.59","16.100000000000001","7.79","485.5","2.66","0.5","8.8999999999999996E-2","22.41","22.68","17.03","1354"
"Lime Ham","42200","0.5","6.48","20.5","7.88","522.70000000000005","3.55","6.75","0.125","16.11","10.72","19.72","2613"
"Lime Ham","42207","0.46597222222222201","3.86","18.600000000000001","7.63","479.5","3.43","5.25","0.123","17.579999999999998","7.72","27.32","2755"
"Lime Ham","42214","0.43402777777777801","5.78","20.3","7.69","492","8.4499999999999993","13.5","0.153","18.559999999999999","5.53","30.23","3873"
"Lime Ham","42221","0.46875","5.0599999999999996","19","7.77","319.3","10.5","10.75","9.2999999999999999E-2","18.53","8.67","29.93","12997"
"Lime Ham","42228","0.43055555555555602","2.65","18.100000000000001","7.62","321.89999999999998","7.73","8.75","0.107","20.97","6.82","30.82","7701"
"Bear","42501","0.40138888888888902","11.29","13","7.86","495.2","10.6","11.5","9.5000000000000001E-2","21.69","12.26","17.329999999999998","563"
"Bear","42508","0.39236111111111099","11.22","12.1","8.0500000000000007","477.9","6.77","10.8","8.6999999999999994E-2","20.37","10.98","18.93","268"
"Bear","42514","0.38402777777777802","9.4700000000000006","17.8","8.1300000000000008","431.9","9.15","12.5","8.5000000000000006E-2","20.37","10.039999999999999","19.440000000000001","495"
"Bear","42523","0.38819444444444401","8.98","18.2","7.93","493.7","13","13.4","0.17199999999999999","20.260000000000002","9.5500000000000007","19.84","650"
"Bear","42529","0.406944444444444","9.6199999999999992","17.59","7.86","427","9.42","13","0.155","20.28","9.44","20.89","350"
"Bear","42536","0.40138888888888902","8.16","23.31","7.91","537","16.5","28","0.224","19.14","7.41","20.09","2014"
"Bear","42542","0.389583333333333","8.7200000000000006","21.4","8.24","567","10.199999999999999","16.5","0.19700000000000001","19.940000000000001","7.22","21.92","934"
"Bear","42550","0.39236111111111099","9.0500000000000007","16.8","8.1199999999999992","NA","30.3","33","0.20399999999999999","19.3","12.5","17.600000000000001","631"
"Bear","42559","0.40416666666666701","8.31","20.2","7.74","498","33.200000000000003","40.799999999999997","0.28000000000000003","16.649999999999999","10.14","16.78","1187"
"Bear","42564","0.38402777777777802","8.7200000000000006","19.920000000000002","7.55","NA","40.299999999999997","60","0.30199999999999999","16.350000000000001","9.8800000000000008","14.41","1816"
"Bear","42570","0.37777777777777799","7.72","21.3","7.76","503","13.1","17.3","0.16900000000000001","17.309999999999999","8.9600000000000009","18.93","932"
"Bear","42577","0.37638888888888899","8.0399999999999991","20.6","7.76","461","15.7","20.5","0.20499999999999999","16.5","8.4","18.600000000000001","1291"
"Blue","42501","0.43472222222222201","11.38","13.3","7.85","433.5","7.1","4.8","6.7000000000000004E-2","25.9","8.6","18.989999999999998","637"
"Blue","42508","0.47986111111111102","12.12","13.6","7.92","422.8","6.48","4.8","7.4999999999999997E-2","24.18","8.1999999999999993","19.78","155"
"Blue","42514","0.47430555555555598","10.67","18.5","8.09","448.3","7.01","7.5","0.08","24.84","7","20.73","218"
"Blue","42523","0.48194444444444401","10.33","19.100000000000001","7.89","444.6","9","9","0.14199999999999999","24.55","9.14","18.46","464"
"Blue","42529","0.50763888888888897","10.31","19.190000000000001","7.6","383","5.79","7.7","0.11899999999999999","23.83","7.76","20.46","86"
"Blue","42536","0.43541666666666701","8.23","20.149999999999999","7.63","374","137","132.5","0.34499999999999997","17.28","10.61","11.18","9208"
"Blue","42542","0.49305555555555602","9.39","21.4","8.0500000000000007","490.5","12.3","15.3","0.15","22.05","10.029999999999999","18.13","906"
"Blue","42550","0.42847222222222198","9.64","17.5","8.1","NA","12.2","16.3","0.13600000000000001","22.8","11.6","18.100000000000001","677"
"Blue","42559","0.436805555555556","7.9","21.8","7.59","451.4","13.4","18","0.19600000000000001","20.87","8.15","17.87","1354"
"Blue","42564","0.41805555555555601","8.75","21.28","7.72","NA","17","14.8","0.183","21.91","7.56","17.670000000000002","928"
"Blue","42570","0.41249999999999998","7.68","21.6","7.96","451","5.5","7","0.11899999999999999","21.75","5.94","20.83","663"
"Blue","42577","0.40972222222222199","8.44","22.2","8.14","413","5.66","9","9.4E-2","22.4","5","21.2","605"
"Blue","42584","0.50347222222222221","7.9","21.5","7.85","369","12.5","6.5","0.09","21.7","4.2","22.9","288"
"Blue","42592","0.4201388888888889","7.7","21.2","8.2799999999999994","452","9.1","10.3","0.17","22.3","4.4000000000000004","22.3","670"
"Lime","42501","0.48611111111111099","12.83","13","7.98","482.2","3.8","5","5.3999999999999999E-2","25.23","16.53","15.12","288"
"Lime","42508","0.52500000000000002","14.27","14.6","8.2799999999999994","463.9","2.85","5.2","5.6000000000000001E-2","24.62","15.36","16.14","131"
"Lime","42514","0.52361111111111103","11.63","20.399999999999999","8.26","477","6.08","10.5","7.4999999999999997E-2","24.66","13.92","16.86","341"
"Lime","42523","0.53333333333333299","10.119999999999999","16.899999999999999","7.85","474.8","21.5","21.5","0.183","21.02","21.88","11.21","809"
"Lime","42529","0.55277777777777803","10.42","18.25","8.1199999999999992","411","5.77","30","0.112","22.05","19.98","13.12","364"
"Lime","42536","0.49513888888888902","8.27","20.2","7.59","388","84.8","72","0.47399999999999998","12.54","15.84","7.5","1989"
"Lime","42542","0.54305555555555551","13.95","14.5","8.17","629","8.61","10.8","0.14799999999999999","20.18","18.850000000000001","13.79","908"
"Lime","42550","0.48958333333333298","9.93","18.7","8.14","NA","5.97","6","0.125","20.2","18.899999999999999","15.2","197"
"Lime","42559","0.484027777777778","8.1999999999999993","23.4","7.67","509.5","5.93","5.3","0.184","19.690000000000001","12.27","16.89","408"
"Lime","42564","0.48958333333333298","10.3","21.93","7.82","NA","5.97","7.8","0.14199999999999999","18.95","12.74","16.079999999999998","910"
"Lime","42570","0.46597222222222201","7.43","21.2","7.6","505","4.8499999999999996","5.7","0.23300000000000001","19.829999999999998","9.25","18.059999999999999","457"
"Lime","42577","0.45833333333333298","8.0299999999999994","22.3","8.14","449","11.5","14","0.192","17.3","14.1","13.3","1354"
"Lime","42584","0.54999999999999993","8.3000000000000007","22.7","8.16","402","6.1","5.2","0.13","19.600000000000001","9.5","18","1059"
"Lime","42592","0.47152777777777777","8.5","23.8","8.25","500","3.2","3.5","0.19","20","8.3000000000000007","19.5","1421"
"Morgan","42501","0.38541666666666702","10.97","12","7.61","553.6","7.28","7.3","7.9000000000000001E-2","35.19","12","24.47","620"
"Morgan","42508","0.37847222222222199","11.23","9.9","7.74","535.4","5.9","7.8","7.4999999999999997E-2","31.32","11.05","26.24","122"
"Morgan","42514","0.36944444444444402","8.81","15.6","7.85","450.8","10.199999999999999","10.3","7.9000000000000001E-2","30.7","10.38","26.86","197"
"Morgan","42523","0.375","9.0299999999999994","14.8","7.54","539.5","11.9","15.3","0.14299999999999999","30.18","11.01","24.13","512"
"Morgan","42529","0.390972222222222","9.57","14.04","7.72","465","12.2","15.5","0.13200000000000001","29.79","11.11","26.13","13960"
"Morgan","42536","0.37916666666666698","8.3800000000000008","18.850000000000001","7.48","578","54.4","73.8","0.186","32.65","8.31","23.35","2489"
"Morgan","42542","0.37638888888888899","7.99","18.8","7.92","611","19.7","24","0.13400000000000001","29.97","8.58","28.22","1333"
"Morgan","42550","0.37222222222222201","9.5299999999999994","14.6","7.83","NA","21.8","28","0.157","29.2","12.2","24.7","204"
"Morgan","42559","0.38819444444444401","8.94","18.5","7.7","577.70000000000005","14.1","16.5","0.193","28.06","9.3800000000000008","27.99","1374"
"Morgan","42564","0.37222222222222201","8.85","18.43","7.44","NA","20.8","20.8","0.20300000000000001","27.37","9.0399999999999991","24.48","1916"
"Morgan","42570","0.36458333333333298","7.9","19.600000000000001","7.7","581","11.1","11.8","0.17","28.36","7.95","30.95","1789"
"Morgan","42577","0.359722222222222","8.34","19.3","7.99","532","12.3","13","0.20200000000000001","28.4","7.3","33","771"
"Morgan","42584","0.39930555555555558","7.5","19.7","7.85","465","8.3000000000000007","4","0.08","26.7","6","34.1","359"
"Morgan","42592","0.37847222222222227","6.5","19.7","8.1199999999999992","576","21.3","23.8","0.14000000000000001","28.4","5.9","36.4","663"
"Mud","42501","0.45624999999999999","11.3","12.1","7.84","544.4","9.91","10","0.16300000000000001","20.14","13.18","23.54","171"
"Mud","42508","0.49861111111111101","12.71","13.1","8.1199999999999992","532.9","6.61","8.3000000000000007","0.22700000000000001","21.25","12.65","26","396"
"Mud","42514","0.49513888888888902","11.69","17","8.25","546.70000000000005","6.29","7.3","0.24199999999999999","20.190000000000001","11.61","26.65","613"
"Mud","42523","0.50347222222222199","10.17","17.7","7.97","547.6","7","8","0.18","20.079999999999998","12.39","25.26","213"
"Mud","42529","0.52777777777777801","9.9600000000000009","18.37","8.06","469","5.86","9.3000000000000007","0.18","20.329999999999998","12.18","27.3","959"
"Mud","42536","0.46041666666666697","8.81","21.02","7.94","609","12.7","21.5","0.40500000000000003","20.329999999999998","10.41","26.02","1376"
"Mud","42542","0.51458333333333295","9.65","22.2","8.2100000000000009","623","7.4","12","0.16400000000000001","22.28","10.33","28.96","1050"
"Mud","42550","0.45624999999999999","9.74","15.7","8.02","NA","27.6","35.200000000000003","0.245","18.100000000000001","13.8","23","226"
"Mud","42559","0.45694444444444399","7.98","20.7","7.54","555.20000000000005","23.7","26.5","0.26800000000000002","16.89","11.89","23.76","1046"
"Mud","42564","0.43958333333333299","9.15","18.760000000000002","7.76","NA","29.6","32","0.255","15.75","11.98","20.27","2548"
"Mud","42570","0.438194444444444","8.16","18.600000000000001","7.8","552","11","13.3","0.29099999999999998","17.309999999999999","11.2","26.19","1565"
"Mud","42577","0.43194444444444402","8.56","19.5","8.0399999999999991","516","8.34","9.1999999999999993","0.22600000000000001","17.8","10.7","27.2","1119"
"Mud","42584","0.52500000000000002","8.6","19.3","7.92","460","10.5","5.3","0.25","18.7","9.8000000000000007","29.9","744"
"N. Bear","42501","0.47361111111111098","11.8","13.1","7.96","458.6","5.0999999999999996","5.5","5.3999999999999999E-2","24.1","15.3","18.62","282"
"N. Bear","42508","0.51666666666666705","12.72","15.4","8.2799999999999994","442.4","4.82","6.7","5.5E-2","23.14","14.62","19.489999999999998","171"
"N. Bear","42514","0.51249999999999996","10.36","19.8","8.27","462.1","5.17","2.8","6.5000000000000002E-2","22.86","13.64","20.37","426"
"N. Bear","42523","0.52013888888888904","9.5","17.899999999999999","7.87","455.9","30.9","36.299999999999997","0.183","21.7","19.62","13.9","780"
"N. Bear","42529","0.54374999999999996","9.25","19.3","8.16","401","11.3","14.7","0.11899999999999999","22.51","19.170000000000002","16.57","480"
"N. Bear","42536","0.48263888888888901","7.76","20.239999999999998","7.55","314","162","108","0.53600000000000003","9.36","10.72","9","6131"
"N. Bear","42542","0.531944444444444","11.77","15.2","8.1199999999999992","607.9","15.2","23.8","0.13900000000000001","20.3","18.59","17.559999999999999","1019"
"N. Bear","42550","0.47708333333333303","9.1","17.899999999999999","8.1199999999999992","NA","11.6","14.3","0.126","20.5","19.5","18.2","717"
"N. Bear","42559","0.47361111111111098","7.73","23","7.82","501.1","5.99","7.8","0.161","19.170000000000002","14.62","19.059999999999999","1723"
"N. Bear","42564","0.45694444444444399","9.17","21.63","7.83","NA","5.95","8.8000000000000007","0.12","19.399999999999999","13.35","18.57","930"
"N. Bear","42570","0.45624999999999999","7.85","21","7.53","486","4.21","5.4","0.129","19.170000000000002","11.34","21.08","830"
"N. Bear","42577","0.44930555555555601","7.64","22.3","8.0500000000000007","447","10.6","10.3","0.185","18.5","13.3","17.2","1050"
"N. Bear","42584","0.53888888888888886","7.9","21.7","8.14","389","4.0999999999999996","2.5","0.1","19.3","10.9","21.7","605"
"N. Bear","42592","0.46249999999999997","8.1999999999999993","22.5","8.36","466","2.4","3","0.1","19.899999999999999","9.8000000000000007","22.2","1046"
"Otter","42501","0.41666666666666702","10.84","13.3","7.86","471.8","5.86","4.5","7.6999999999999999E-2","27.26","10.27","16.62","504"
"Otter","42508","0.40625","11.2","11.7","8.02","464.1","3.45","4.3","7.2999999999999995E-2","25.9","9.68","17.36","271"
"Otter","42514","0.39583333333333298","9.2200000000000006","17.8","8.06","489.5","4.1399999999999997","6.5","0.09","25.53","8.34","18.3","496"
"Otter","42523","0.40138888888888902","8.49","18.100000000000001","7.87","482.9","6.5","6.5","0.17199999999999999","25.89","8.6999999999999993","17.62","420"
"Otter","42529","0.41944444444444401","9.19","17.010000000000002","7.87","419","4.08","5.2","0.14099999999999999","25.73","8.1199999999999992","18.809999999999999","399"
"Otter","42536","0.41458333333333303","7.89","21.14","7.82","434","72.3","77.5","0.28199999999999997","21.54","8.0500000000000007","13.76","5172"
"Otter","42542","0.40347222222222201","8.09","20.5","8.1199999999999992","545.70000000000005","9.48","11","0.188","25.19","8.1300000000000008","17.7","934"
"Otter","42550","0.40625","9.2799999999999994","17.2","8.1199999999999992","NA","13.4","17.3","0.17399999999999999","25.2","11","16","776"
"Otter","42559","0.41666666666666702","8.52","20.7","7.69","483.5","20.9","29.3","1.45","23.12","9.2200000000000006","14.39","2143"
"Otter","42564","0.39861111111111103","8.5399999999999991","21.05","7.69","NA","12.9","15.3","0.20200000000000001","22.69","7.78","15.77","1366"
"Otter","42570","0.391666666666667","7.89","21.9","7.91","505","5.69","7.8","0.17499999999999999","23.86","6.81","18.829999999999998","1236"
"Otter","42577","0.391666666666667","7.37","21.8","7.84","446","7.64","24","0.33200000000000002","24.1","5.8","17.8","723"
"Otter","42584","0.42499999999999999","7.4","21.7","7.93","413","4.9000000000000004","3.8","0.13","24.5","4.5999999999999996","20.6","933"
"Otter","42592","0.40277777777777773","6.5","21.9","8.15","498","5.2","6.5","0.21","24.3","4.9000000000000004","20","1333"
"Lime 240","42502","0.42430555555555599","13.5","11.9","7.76","458.2","1.9","3.3","4.4999999999999998E-2","28.34","17.16","14.63","295"
"Lime 240","42507","0.39236111111111099","11.94","10.5","7.38","464.1","2.14","1.8","6.0999999999999999E-2","27.69","16.66","15.02","97"
"Lime 240","42515","0.40069444444444402","9.6300000000000008","14.4","7.84","453.1","5.94","6.8","7.0000000000000007E-2","27.13","15.89","15.45","1274"
"Lime 240","42522","0.41527777777777802","8.5399999999999991","15.3","7.23","434.5","7.36","13.3","0.28699999999999998","22.6","21.66","10.9","457"
"Lime 240","42528","0.40833333333333299","NA","NA","7.55","557.1","5.74","8.5","9.6000000000000002E-2","25.74","21.55","12.78","341"
"Lime 240","42535","0.43402777777777801","7.78","18.010000000000002","7.48","336","12.4","67","0.25","21.38","19.22","10.48","538"
"Lime 240","42543","0.41319444444444398","6.28","18.600000000000001","7.08","288.5","65.5","98","0.872","14.28","7.87","7.39","14540"
"Lime 240","42549","0.40138888888888902","6.48","16.7","7.84","810","6.87","9.3000000000000007","8.6999999999999994E-2","21.82","20.47","14.18","538"
"Lime 240","42558","0.40138888888888902","7","18.2","7.53","692","8.89","12.8","0.121","21.71","14.11","17.010000000000002","1100"
"Lime 240","42563","0.44305555555555598","8.83","19.940000000000001","7.45","892","15.1","22.8","0.17199999999999999","32.18","11.37","16.32","3106"
"Lime 240","42571","0.40902777777777799","8.31","19.29","7.47","836","11.5","17.3","0.121","25.43","11.11","18.100000000000001","1012"
"Lime 240","42578","0.40486111111111112","7.7","18.7","7.45","415","5.9","7.7","0.1","20.2","14.3","13.9","528"
"Lime 240","42585","0.41319444444444442","7.6","20.2","7.64","394","8.6999999999999993","7","0.09","21.3","11.3","18.899999999999999","845"
"Lime 240","42590","0.44444444444444442","7.2","18.5","7.69","420","7.4","6.8","0.14000000000000001","24","10.5","20.2","556"
"Lime 250","42502","0.43333333333333302","9.26","11.3","7.7","452.1","4.6399999999999997","6.8","5.1999999999999998E-2","25.42","16.690000000000001","14.06","85"
"Lime 250","42507","0.4","9.52","10.9","7.55","460.1","3.66","3.8","6.3E-2","25.48","16.32","14.57","146"
"Lime 250","42515","0.40972222222222199","NA","NA","7.95","686.8","6.94","7","8.1000000000000003E-2","24.83","15.45","14.91","404"
"Lime 250","42522","0.42430555555555599","7.95","15.1","7.24","423.8","12.3","17.3","0.27600000000000002","18.32","20.239999999999998","10.130000000000001","529"
"Lime 250","42528","0.42013888888888901","NA","NA","7.61","520.4","8.24","11","0.115","23.65","21.3","12.25","135"
"Lime 250","42535","0.44444444444444398","7.5","18.07","7.44","312","25","30","0.36","18.7","16.940000000000001","9.5299999999999994","813"
"Lime 250","42543","0.422916666666667","6.58","18.100000000000001","7.14","335.1","63.2","135","0.501","14.79","8.74","7.91","12262"
"Lime 250","42549","0.41249999999999998","6.79","16.8","7.84","790","8.74","11","9.6000000000000002E-2","19.809999999999999","19.649999999999999","13.37","991"
"Lime 250","42558","0.40972222222222199","6.72","17.899999999999999","7.75","713","15.3","24.5","0.14099999999999999","20.48","13.21","16.53","2909"
"Lime 250","42563","0.44861111111111102","8.14","21.12","7.64","823","11.6","12.5","0.14199999999999999","20.69","11.92","16.190000000000001","1226"
"Lime 250","42571","0.41527777777777802","8.1300000000000008","19.829999999999998","7.65","806","9.93","13.3","0.14499999999999999","24.6","10.37","16.829999999999998","3255"
"Lime 250","42578","0.41388888888888892","7.7","18.899999999999999","7.5","399","11.6","10.8","0.11","17.8","13.5","12.9","587"
"Lime 250","42585","0.42152777777777778","8","21.9","7.91","364","13.9","9.8000000000000007","0.1","18.399999999999999","9.8000000000000007","16.5","504"
"Lime 250","42590","0.4513888888888889","7.8","20.399999999999999","7.9","399","8","7","0.15","20.399999999999999","9.6","18.399999999999999","1137"
"Lime 290","42502","0.48888888888888898","12.25","14.3","7.95","466.3","3.03","3.5","4.9000000000000002E-2","24.86","19.510000000000002","14.1","121"
"Lime 290","42507","0.41458333333333303","12.68","11.7","7.86","478.2","2.56","2.8","5.5E-2","24.69","18.829999999999998","15.02","213"
"Lime 290","42515","0.42708333333333298","10.56","13.1","7.82","507.1","6.33","6.5","0.06","24.09","16.559999999999999","15.82","1046"
"Lime 290","42522","0.47986111111111102","9.02","16.399999999999999","7.32","444.8","28.5","35","0.33","19.37","22.29","9.8800000000000008","717"
"Lime 290","42528","0.43333333333333302","NA","NA","7.76","555.9","9.27","15.3","0.10199999999999999","22.51","23.01","12.23","479"
"Lime 290","42535","0.452777777777778","7.42","19.59","7.55","264","102","103","0.50800000000000001","12.72","14.36","7.34","4884"
"Lime 290","42543","0.48194444444444401","7.26","19.600000000000001","7.18","297.3","240","212","0.77500000000000002","8.68","10.68","6.2","10950"
"Lime 290","42549","0.42361111111111099","7.75","18.2","7.89","834","8.32","8.5","9.6000000000000002E-2","19.329999999999998","21.51","13.89","1354"
"Lime 290","42558","0.42013888888888901","7.03","19.2","7.69","700","5.81","9.8000000000000007","0.127","18.28","14.1","17.37","3448"
"Lime 290","42563","0.50555555555555598","9.94","22.74","7.76","872","5.08","3.8","0.14399999999999999","19.14","14.25","16.87","1818"
"Lime 290","42571","0.42708333333333298","8.67","21.46","7.67","792","6.23","6","0.106","19.14","10.14","19.43","2247"
"Lime 290","42578","0.42777777777777781","7.9","20.8","7.69","416","9.3000000000000007","8.3000000000000007","0.13","17.2","15.1","14.2","1291"
"Lime 290","42585","0.50555555555555554","5.0999999999999996","24.4","8.02","374","10.4","9","0.11","17.2","9.9","20","6131"
"Lime 290","42590","0.46319444444444446","7.8","21.3","7.97","418","6.4","4","0.15","18.899999999999999","10.5","20.2","1565"
"Lime","42502","0.405555555555556","11.65","13.3","7.82","485.7","3.16","6","5.5E-2","24.6","16.84","15.21","241"
"Lime","42507","0.44583333333333303","12.31","13","8.0299999999999994","491.7","3.86","5.2","6.0999999999999999E-2","24.55","15.79","16.18","168"
"Lime","42515","0.452083333333333","12.24","14","8.02","536.70000000000005","4.42","6.7","7.8E-2","24.25","13.31","16.88","1050"
"Lime","42522","0.39861111111111103","9.4499999999999993","16.399999999999999","7.5","427","44.6","51.3","0.36899999999999999","18.82","21.14","9.86","1782"
"Lime","42528","0.45972222222222198","NA","NA","7.8","876","8.3800000000000008","5.5","0.13200000000000001","22.62","20.63","12.97","554"
"Lime","42535","0.42013888888888901","8.11","19.43","7.64","340","57.3","82","0.29799999999999999","16.5","18.13","10.99","3448"
"Lime","42543","0.453472222222222","8.2100000000000009","19.2","7.7","394.3","89.4","91","0.61899999999999999","14.71","11.96","10.23","28272"
"Lime","42549","0.38611111111111102","7.91","17.8","8.02","867","7.96","9.8000000000000007","0.11899999999999999","19.61","18.84","14.33","657"
"Lime","42558","0.38333333333333303","7.16","19.899999999999999","7.7","740","5.36","7.3","0.13800000000000001","18.55","12.06","16.46","1296"
